FacName,FacStreet,FacCity,FacState,FacZip,RegistryID,FacEPARegion,FacSICCodes,FacNAICSCodes,FacCurrSNCFlg,FacQtrsInNC,FacInspectionCount,FacPopDen,FacPercentMinority,FacFormalActionCount,geometry,complete,lon,lat
LAKE ENVIRONMENTAL RESOURCES,21501 CR-455,CLERMONT,FL,34711,110056990993,04,4953,562212,N,0,1,863.37,37.607,0,POINT (-81.682389 28.546402),0,-81.682389,28.546402
LAKE LANDFILL-WASTE MANAGEMENT OF IL INC,1300 WILLOW RD,NORTHBROOK,IL,60062,110000790172,05,4953,562212 221118,N,0,2,2542.17,18.004,0,POINT (-87.813975 42.105937),0,-87.813975,42.105937
LAKE TAHOE BASIN MU* MEYERS LANDFILL,870 EMERALD BAY RD,SOUTH LAKE TAHOE,CA,96150,110009265348,09,,562212,N,0,0,798.37,25.313,0,POINT (-120.00842 38.91647),0,-120.00842,38.91647
LAKE VIEW LDFL,851 ROBISON ROAD EAST,ERIE,PA,16509,110001050059,03,4953 9511,562212,N,0,5,360.72,4.838,0,POINT (-80.014484 42.059457),0,-80.014484,42.059457
LAKESHORE RECYCLING SYSTEMS LLC,1655 POWIS RD,WEST CHICAGO,IL,60185,110030120928,05,4953,562212,N,0,0,1070.53,23.634,0,POINT (-88.23796 41.92391),0,-88.23796,41.92391
LAKEVILLE LANDFILL,RHODE ISLAND RD,LAKEVILLE,MA,02347,110044359173,01,,562212,N,0,0,614.42,6.479,0,POINT (-70.943889 41.876389),0,-70.943889,41.876389
LAMB CANYON SANITARY LANDFILL,16411 LAMB CANYON RD,BEAUMONT,CA,92223,110032643842,09,,562212,N,0,0,88.55,56.134,0,POINT (-116.99081 33.88338),0,-116.99081,33.88338
LANCASTER LANDFILL AND RECYCLING CENTER,600 EAST AVENUE F,LANCASTER,CA,93535,110002646977,09,4953,562212 924110,N,0,4,344.43,72.866,1,POINT (-118.12109 34.747763),0,-118.12109,34.747763
LAND & LAKES,21488 NORTH MILWAUKEE,DEERFIELD,IL,60015,110005916740,05,4953,562212,N,0,0,2483.52,29.529,0,POINT (-87.923761 42.174431),0,-87.923761,42.174431
LAND & LAKES CO,2000 EAST 122ND STREET,CHICAGO,IL,60633,110009983544,05,9511 4953,562212,N,0,0,3156.38,88.32,0,POINT (-87.57281 41.67748),0,-87.57281,41.67748
LAND & LAKES CO-WILLOW RANCH,1371 N JOLIET ROAD,ROMEOVILLE,IL,60446,110001339043,05,4953,562212,N,0,0,1800.17,50.89,0,POINT (-88.053461 41.670571),0,-88.053461,41.670571
LAND & LAKES COMPANY,1220 E 138TH ST,CHICAGO,IL,60601,110001961789,05,4953 9999,339999 562212,N,0,0,3833.74,91.256,0,POINT (-87.593718 41.644597),0,-87.593718,41.644597
LAND AND LAKES CO,138TH ST AND COTTAGE GROVE AVE,DOLTON,IL,60419,110018312333,05,4953,562212,N,0,1,3666.64,92.026,0,POINT (-87.598598 41.626842),0,-87.598598,41.626842
LANDERS SANITARY LANDFILL,59200 WINTERS RD,LANDERS,CA,92285,110017972933,09,,562212,N,0,0,49.0,23.227,0,POINT (-116.37028 34.239953),0,-116.37028,34.239953
LANDFILL & DEVELOPMENT CO MOUNT HOLLY RECYCLING & DISPOSAL,2023 ROUTE 38,MOUNT HOLLY,NJ,08060,110007701424,02,4953,562212 221118,N,0,1,1199.01,34.346,0,POINT (-74.770839 39.980561),0,-74.770839,39.980561
LANDFILL & GAS GENERATING FACILITY,99 BARRE DEPOT RD,BARRE,MA,01005,110003491908,01,,562212,N,0,0,158.46,5.061,0,POINT (-72.07949000000001 42.3874),0,-72.07949,42.3874
LANDFILL 33 LTD,1713 S WILLOW-B,EFFINGHAM,IL,62401,110018291882,05,4953,562212,N,6,1,436.17,5.174,0,POINT (-88.52566 39.102089),0,-88.52566,39.102089
LANDFILL GAS UTILIZATION PROJECT,179 PECKHAM ROAD,ATTLEBORO,MA,02703,110022332821,01,2211,562212,N,0,0,1126.36,15.089,0,POINT (-71.241095 41.940917),0,-71.241095,41.940917
LANDFILL OF NORTH IOWA,15942 KILLDEER AVE,CLEAR LAKE,IA,50428,110005734893,07,4953,562212 562,N,0,3,44.39,10.048,0,POINT (-93.300417 43.125652),0,-93.300417,43.125652
LANDFILL RECYCLING CNTR & TRANSFER ST,55 OLD SUMMIT ROAD,KEENE,NH,03431,110001523414,01,,562212 81411,N,0,0,220.06,5.622,1,POINT (-72.35057999999999 42.97849),0,-72.35058,42.97849
LARAWAY RDF,21101 WEST LARAWAY ROAD,JOLIET,IL,60436,110000833554,05,4953,562212 562998 562219,N,0,4,670.89,51.176,0,POINT (-88.125247 41.479537),0,-88.125247,41.479537
LARIMER COUNTY LANDFILL,5887 SOUTH TAFT HILL ROAD,FORT COLLINS,CO,80526,110012150858,08,4953,562212,N,1,5,873.34,15.484,0,POINT (-105.11552 40.49682),0,-105.11552,40.49682
LASALLE-GRANT SANITARY LANDFILL,HWY 127,JENA,LA,71342,110027374259,06,4953,562212,N,0,4,3.55,14.0,0,POINT (-92.19110999999999 31.79417),0,-92.19111,31.79417
LAUREL HIGHLANDS LAN/LAUREL HIGHLANDS LDFL,260 LAUREL RIDGE RD,JOHNSTOWN,PA,15909,110064147141,03,4953,562212,N,0,3,50.27,0.861,0,POINT (-78.906873 40.451699),0,-78.906873,40.451699
LAUREL HIGHLANDS LANDFILL,260 LAUREL RIDGE ROAD,JOHNSTOWN,PA,15909,110060876912,03,4953,562212,N,0,3,47.96,0.815,0,POINT (-78.906873 40.451699),0,-78.906873,40.451699
LAUREL RIDGE LANDFILL,HIGHWAY 552 & HOPPER ROAD,LILY,KY,40740,110013922229,04,4953 4212,562212 484110 562211,N,10,9,300.64,3.649,0,POINT (-84.093889 37.032778),0,-84.093889,37.032778
LAUREL RIDGE LANDFILL (SOUTHERN WASTE SERVICES),478 COOPERTOWN ROAD,RUSSELLVILLE,KY,42276,110013982342,04,4953,562212 562211,N,7,9,113.9,10.901,0,POINT (-86.90222199999999 36.895833),0,-86.902222,36.895833
LAWSON LANDFILL,250 WEILER RD,PORT ANGELES,WA,98362,110015564156,10,4953,562212,N,1,0,536.61,11.553,0,POINT (-123.395137 48.077943),0,-123.395137,48.077943
LAWTON LANDFILL,8902 SW 11TH ST,LAWTON,OK,73501,110001650188,06,4953,562212,N,0,0,118.96,50.522,0,POINT (-98.40108600000001 34.523567),0,-98.401086,34.523567
LCLA LANDFILL,1552 HIGHWAY 11,ELBA,NE,68835,110006562843,07,4953,562212,N,0,0,10.98,3.247,0,POINT (-98.55458900000001 41.256945),0,-98.554589,41.256945
LCS SERVICES LANDFILL,911 ALLENSVILLE ROAD,HEDGESVILLE,WV,25427,110043815324,03,4953,562212 562211,N,0,3,194.32,8.285,0,POINT (-77.980751 39.574826),0,-77.980751,39.574826
"LDK ENTERPRISES, LLC",5080 WEST 58TH AVENUE,ARVADA,CO,80002,110002376438,08,4953,562212,N,0,0,4564.33,39.086,0,POINT (-105.051224 39.80191),0,-105.051224,39.80191
LEE COUNTY LANDFILL,1214 S BATAAN RD,DIXON,IL,61021,110018156564,05,4953,562212,N,12,2,108.74,5.134,0,POINT (-89.294905 41.734287),0,-89.294905,41.734287
LEE COUNTY LANDFILL SC LLC,1431 SUMTER HIGHWAY,BISHOPVILLE,SC,29010,110017746322,04,,562212,N,0,3,114.77,70.809,1,POINT (-80.284977 34.189266),0,-80.284977,34.189266
LEE/HENDRY COUNTY REGIONAL SW DISPOSAL FACILITY,5500 SOUTH CHURCH STREET,FELDA,FL,33930,110060947409,04,4953,562212 92411 562219,N,0,2,34.79,62.677,0,POINT (-81.527306 26.565861),0,-81.527306,26.565861
LEES SUMMIT LANDFILL,2101 SE HAMBLEN RD,LEES SUMMIT,MO,64082,110007107594,07,4953 2875 1629,562212,N,0,2,1476.76,15.709,0,POINT (-94.359391 38.88453),0,-94.359391,38.88453
"LEFLORE COUNTY BOARD OF SUPERVISORS, LEFLORE COUNTY MUNICIPAL SOLID WASTE LANDFI",15200 US HIGHWAY 49 EAST SOUTH,GREENWOOD,MS,38930,110016772615,04,4953,562212,N,0,3,70.68,93.073,0,POINT (-90.20783299999999 33.445639),0,-90.207833,33.445639
LEFLORE COUNTY LANDFILL,15200 HIGHWAY 49 E SOUTH,GREENWOOD,MS,38930,110011074149,04,4953,562212,N,4,0,70.68,93.073,0,POINT (-90.29198 33.64276),0,-90.29198,33.64276
LEICESTER RECYCLING CENTER,151 MANVILLE ST,LEICESTER,MA,01524,110008420226,01,,562212,N,0,0,768.31,19.598,0,POINT (-71.902389 42.269699),0,-71.902389,42.269699
LEICHNER BROTHERS LANDFILL,9411 NE 94TH AVE,VANCOUVER,WA,98662,110009510083,10,4953,562212,N,2,0,2588.16,20.72,0,POINT (-122.57437 45.68971),0,-122.57437,45.68971
LEMONS LANDFILL EAST,15250 OLD BLOOMFIELD RD,DEXTER,MO,63841,110013889248,07,4953 1629,562212,N,7,2,214.37,4.359,0,POINT (-89.94119999999999 36.832771),0,-89.9412,36.832771
LENA RD LANDFILL - PHASE II,3333 LENA ROAD,BRADENTON,FL,34211,110012324047,04,4953,562212 562111 562219,N,1,4,654.42,13.513,0,POINT (-82.444344 27.470258),0,-82.444344,27.470258
LEON COUNTY LANDFILL,7550 APALACHEE PKY,TALLAHASSEE,FL,32311,110001739003,04,4953,562219 562213 562111 562212,N,1,5,415.71,37.33,0,POINT (-84.149884 30.422634),0,-84.149884,30.422634
LEWIS & CLARK COUNTY LANDFILL,3402 COONEY DR  E SIDE DEADEND,HELENA,MT,59601,110020238526,08,,81111 562212,N,1,0,1065.13,8.134,0,POINT (-112.037104 46.621702),0,-112.037104,46.621702
LEWIS AND CLARK COUNTY SOLID WASTE MANAGEMENT FACILITY,4075 DEAL LANE,HELENA,MT,59602,110040679940,08,4953,562212 999999,N,0,0,57.8,5.65,0,POINT (-111.88037 46.67572),0,-111.88037,46.67572
LEWIS COUNTY CENTRAL TRANSFER STATION,1411 S TOWER AVE,CENTRALIA,WA,98531,110005389775,10,4953,562111 562212,N,12,2,806.57,21.097,0,POINT (-122.961557 46.700071),0,-122.961557,46.700071
LEWISTON SOLID WASTE & RECYCLING FACILITY,424 RIVER ROAD,LEWISTON,ME,04240,110008438324,01,5093,562212 562112,N,0,0,381.84,6.19,0,POINT (-70.18693 44.04928),0,-70.18693,44.04928
LEXINGTON COUNTY LANDFILL:EDMUND-CLOSED,212 SOUTH LAKE DRIVE,LEXINGTON,SC,29072,110009796140,04,1499 4953,562212,N,0,0,1117.62,18.198,0,POINT (-81.23622 33.97913),0,-81.23622,33.97913
LEXINGTON COUNTY:DPW 321 LANDFILL,3209 CHARLESTON HIGHWAY,WEST COLUMBIA,SC,29172,110012163817,04,4953,562212,N,0,0,451.33,38.226,0,POINT (-81.07203 33.91442),0,-81.07203,33.91442
LEXINGTON MUNICIPAL LANDFILL,76460 HIGHWAY 21,LEXINGTON,NE,68850,110014328049,07,5093 4953,311812 924110 562212,N,0,0,0.85,0.0,0,POINT (-99.75170900000001 40.946495),0,-99.751709,40.946495
LIBERTY IMPORTS CENTER,920 S. MILWAUKEE AVENUE,LIBERTYVILLE,IL,60048,110044321267,05,7532,562212,N,0,0,1942.31,28.615,0,POINT (-87.950829 42.27108),0,-87.950829,42.27108
"LIBERTY LANDFILL, LLC",8635 E SR 16,MONTICELLO,IN,47960,110002354372,05,4953,562212,Y,4,3,44.75,5.783,0,POINT (-86.70452400000001 40.883714),0,-86.704524,40.883714
LIFE SCIENCES ADVANCED TECHNOLOGIES INC,2900 72ND ST N,ST PETERSBURG,FL,33710,110001411543,04,,325414 562211 562213 562212,N,0,0,4191.2,18.215,0,POINT (-82.739801 27.798379),0,-82.739801,27.798379
LINCOLN COUNTY LANDFILL,5291 CROUSE RD,CROUSE,NC,28033,110014008536,04,,562212,N,0,1,175.95,9.57,0,POINT (-81.35386 35.43049),0,-81.35386,35.43049
LINDEN CITY SLF,1451 LOWER ROAD,LINDEN,NJ,07036,110013988435,02,4953,562212,N,0,2,4225.65,56.442,1,POINT (-74.2456 40.6029),0,-74.2456,40.6029
LINN COUNTY HHW,4067 VERNON RD,PRESCOTT,KS,66767,110024554070,07,,562111 562212 562112 92119,N,0,0,15.49,6.512,0,POINT (-94.676784 38.079511),0,-94.676784,38.079511
"LIQUID WASTE MANAGEMENT, INC.",56533 HWY 58W,MCKITTRICK,CA,93251,110041992564,09,4953,562211 562920 562212 562998,N,0,2,5.73,13.665,0,POINT (-119.6309 35.2905),0,-119.6309,35.2905
LIQUID WASTE REMOVAL INC.,500 S POLK ST STE 100,GREENWOOD,IN,46143,110009567646,05,5093,562211 562212,N,0,0,2190.73,14.465,0,POINT (-86.09784999999999 39.609263),0,-86.09785,39.609263
LITCHFIELD-HILLSBORO LANDFILL,"2782 LANDFILL TRAIL, ROUTE 16 EAST",LITCHFIELD,IL,62056,110034162251,05,4953,562212,N,0,0,289.86,3.88,0,POINT (-89.623277 39.174704),0,-89.623277,39.174704
LITTLE FALLS WASTE INC,17502 IRIS RD,LITTLE FALLS,MN,56345,110038133702,05,,562212,N,0,0,39.46,6.556,0,POINT (-94.293622 45.93357),0,-94.293622,45.93357
LITTLE ROCK CITY SW LANDFILL,10803 IRONTON CUT OFF RD,LITTLE ROCK,AR,72206,110001700213,06,4953,562212 811111,N,7,2,646.55,72.336,0,POINT (-92.30163899999999 34.649167),0,-92.301639,34.649167
LIVINGSTON LANDFILL,14206 E 2100 N RD,PONTIAC,IL,61764,110001357022,05,4953,562212,N,8,3,40.83,10.297,0,POINT (-88.658642 40.931827),0,-88.658642,40.931827
LIVINGSTON-GRAHAM/BLUE DIAMOND,13550 LIVE OAK AV,IRWINDALE,CA,91706,110002417082,09,1442,212321 562212,N,0,0,7388.27,88.201,0,POINT (-117.991409 34.104694),0,-117.991409,34.104694
LOCKHEED MARTIN SPACE SYSTEMS COMPANY,16020 EMPIRE GRADE ROAD,SANTA CRUZ,CA,95060,110013900458,09,,336214 562212,N,1,0,48.01,16.195,1,POINT (-122.200478 37.136556),0,-122.200478,37.136556
LOCKWOOD REGIONAL LANDFILL,2401 CANYON WAY,SPARKS,NV,89434,110027816255,09,4953,562212,N,0,0,36.7,18.002,0,POINT (-119.611785 39.494941),0,-119.611785,39.494941
LOESS HILLS REGIONAL SANITARY LANDFILL,59722 290TH ST,MALVERN,IA,51551,110018868947,07,4953,562212,N,0,0,31.51,2.694,0,POINT (-95.636714 41.021656),0,-95.636714,41.021656
LOGAN CITY LANDFILL,1400 WEST 200 NORTH,LOGAN,UT,84321,110020047858,08,4953,562212 999999,N,0,5,871.57,27.585,0,POINT (-111.885778 41.731597),0,-111.885778,41.731597
LOGAN COUNTY LANDFILL,24235 HWY 6,STERLING,CO,80751,110002435295,08,4953,562212,N,0,1,101.6,58.824,0,POINT (-103.12511 40.64048),0,-103.12511,40.64048
LOMPOC SANITARY LANDFILL,2.5 MILES SW OF LOMFOC OFF OF W. OLIVE,LOMPOC,CA,93438,110064431690,09,4953,562212,N,0,0,0.0,0.0,0,POINT (-120.46695 34.639102),0,-120.46695,34.639102
LONE CACTUS LANDFILL,21402 N 7TH ST,PHOENIX,AZ,85024,110015966472,09,,811198 811111 562212,N,0,0,2626.54,27.982,0,POINT (-112.06564 33.681984),0,-112.06564,33.681984
LONE PINE LANDFILL,1000 BURKE ROAD,FREEHOLD,NJ,07728,110000803239,02,4953,562212,N,0,1,522.66,15.772,0,POINT (-74.333339 40.202781),0,-74.333339,40.202781
LOPEZ CANYON LANDFILL,11950 LOPEZ CANYON RD,LAKE VIEW TERRACE,CA,91342,110013961089,09,4953,562212 562920,N,0,5,5522.81,92.302,0,POINT (-118.40075 34.28842),0,-118.40075,34.28842
LORAIN RESOURCE RECOVERY COMPLEX,43502 OBERLIN-ELYRIA RD,OBERLIN,OH,44074,110020689450,05,4953,562212 221119 221118,N,3,8,340.12,24.579,0,POINT (-82.169967 41.294962),0,-82.169967,41.294962
"LORDSTOWN CONSTRUCTION RECOVERY - LAFARGE NA, INC.",6205 NEWTON FALLS BAILEY RD.,WARREN,OH,44481,110015646363,05,,562212,N,0,1,165.99,7.472,0,POINT (-80.89833299999999 41.185278),0,-80.898333,41.185278
LOS ALAMITOS ARMED FORCES RESERVE CENTER,11200 LEXINGTON DRIVE,LOS ALAMITOS,CA,90720,110006896476,09,,562212 92811,N,12,6,6014.84,50.335,0,POINT (-118.05447 33.79903),0,-118.05447,33.79903
LOS ALAMOS COUNTY LANDFILL,EAST JEMEZ ROAD,LOS ALAMOS,NM,87544,110010782251,06,,562212,N,0,1,296.89,27.314,0,POINT (-106.2855 35.861),0,-106.2855,35.861
LOUDOUN COUNTY SANITARY LANDFILL,20933 EVERGREEN MILLS RD,LEESBURG,VA,20175,110001911058,03,,562212,N,0,1,153.21,24.057,0,POINT (-77.58131 39.04318),0,-77.58131,39.04318
LOUDOUN COUNTY SOLID WASTE MANAGEMENT FACILITY,21101 EVERGREEN MILLS ROAD,LEESBURG,VA,20175,110008198388,03,,111211 562212,N,0,0,172.31,26.491,0,POINT (-77.58138 39.03757),0,-77.58138,39.03757
LOUISA COUNTY LANDFILL,"RTE 689, NEAR RTE 700",LOUISA,VA,23093,110013973469,03,,562212,N,0,0,38.06,27.544,0,POINT (-77.99692 37.934261),0,-77.99692,37.934261
"LUCAS COUNTY LANDFILL, LLC",6233 HAGMAN RD,TOLEDO,OH,43611,110006207416,05,4953,562212,N,2,1,1314.97,15.653,0,POINT (-83.516761 41.728253),0,-83.516761,41.728253
LYCOMING CNTY LDFL,US 15,MONTGOMERY,PA,17752,110007336819,03,4953,562212 221119,N,0,5,281.13,41.176,0,POINT (-76.91913099999999 41.152859),0,-76.919131,41.152859
LYCOMING COUNTY TRANSFER STATION,1475 WEST THIRD STREET,WILLIAMSPORT,PA,17701,110034162787,03,,562212,N,0,1,1602.95,15.106,0,POINT (-77.03579999999999 41.23711),0,-77.0358,41.23711
M S E ENVIRONMENTAL-NY CLEANSWEEP PROG,286 SAND RD - PARKING LOT AREA,MORRISONVILLE,NY,12962,110004552591,02,,562212,N,0,0,197.27,3.164,0,POINT (-73.59432 44.69062),0,-73.59432,44.69062
MAC SLF INC,HURFFVILLE RD & CLEMENTS BRIDGE RD DEPTFORD TWP,WOODBURY,NJ,08096,110014634538,02,4953,562212,N,1,2,3099.92,17.259,1,POINT (-75.08729 39.839027),0,-75.08729,39.839027
MACLAND DISPOSAL CENTER COMMERCIAL AND INDUSTRIAL LANDFILL,11300 HIGHWAY 63 NORTH,MOSS POINT,MS,39562,110011053493,04,4953,562212,N,3,1,209.62,17.034,0,POINT (-88.53594 30.50615),0,-88.53594,30.50615
"MACLAND DISPOSAL CENTER INC, MACLAND DISPOSAL CENTER INDUSTRIAL LANDFILL",11300 HIGHWAY 63 NORTH,MOSS POINT,MS,39562,110037600968,04,,562212,N,0,2,209.62,17.034,0,POINT (-88.53594 30.50615),0,-88.53594,30.50615
MACON WALKER ROAD MSW LANDFILL,327 LOWER POPLAR ST,MACON,GA,31201,110013814738,04,4953,562212,N,0,0,1295.54,75.174,0,POINT (-83.61936300000001 32.828654),0,-83.619363,32.828654
MADISON COUNTY LANDFILL,6663 BUYEA RD,CANASTOTA,NY,13032,110033646703,02,4953 5093,562212,N,12,5,101.63,4.193,0,POINT (-75.70278999999999 43.03491),0,-75.70279,43.03491
MAGNOLIA SANITARY LANDFILL,1000 RUSSELL SAGE RD,MONROE,LA,71202,110003300990,06,4953,562212 92411,N,12,3,32.19,73.341,0,POINT (-91.99720000000001 32.4782),0,-91.9972,32.4782
MAHASKA COUNTY SANITARY LANDFILL,2979 HIGHWAY 63,OSKALOOSA,IA,52577,110043868696,07,4953,562212,N,0,0,18.02,2.196,0,POINT (-92.64100000000001 41.22136),0,-92.641,41.22136
MAHONING LANDFILL,3510 GARFIELD ROAD,NEW SPRINGFIELD,OH,44443,110010358932,05,4953,562212,N,5,5,133.02,2.068,0,POINT (-80.582612 40.917967),0,-80.582612,40.917967
MAHONING RENEWABLE ENERGY,12003 OYSTER RD.,SMITH TWP.,OH,44601,110043321955,05,,562212,N,0,0,692.56,17.615,0,POINT (-81.07823999999999 40.94138),0,-81.07824,40.94138
MALDEN REDEVELOPMENT AUTHORITY,356 COMMERCIAL ST,MALDEN,MA,02148,110003500319,01,,561499 562212 92219,N,0,0,11442.91,39.074,0,POINT (-71.07593 42.41517),0,-71.07593,42.41517
MALLARD LAKE LANDFILL,26 W 580 SCHICK ROAD,HANOVER PARK,IL,60103,110063988957,05,4911 4953,562212 221118,N,1,1,3509.3,35.389,0,POINT (-88.13999 41.952205),0,-88.13999,41.952205
MALLARD RIDGE LANDFILL,W8470 STATE RD 11,DELAVAN,WI,53115,110043795881,05,,562212 562111,N,0,2,141.96,31.446,0,POINT (-88.717968 42.643578),0,-88.717968,42.643578
MANCHESTER LANDFILL,1 LANDFILL WAY,MANCHESTER,CT,06040,110013927992,01,4953,562212,N,0,3,2562.75,44.022,0,POINT (-72.5647 41.7738),0,-72.5647,41.7738
"MANCHESTER, CITY OF - LANDFILL",551 DUNBARTON RD,MANCHESTER,NH,03103,110001523824,01,,562212,N,0,1,2568.67,16.939,0,POINT (-71.491299 43.016876),0,-71.491299,43.016876
MANDAN CITY OF,205 2ND AVE NW,MANDAN,ND,58554,110022356403,08,4952,221320 562212,N,4,10,1258.17,9.494,0,POINT (-100.823405 46.790194),0,-100.823405,46.790194
"MANGUM, CITY OF",201 N OKLAHOMA ST,MANGUM,OK,73554,110004772176,06,4952,562212,N,3,0,110.13,20.933,2,POINT (-99.501833 34.847389),0,-99.501833,34.847389
MAPLEWOOD RECYCLING AND WASTE DISPOSAL,20221 MAPLEWOOD ROAD,JETERSVILLE,VA,23083,110002032899,03,,562212 562219,N,0,3,36.29,26.745,0,POINT (-78.06143 37.312186),0,-78.06143,37.312186
MARATHON COUNTY LANDFILL,18500 RINGLE AVENUE,RINGLE,WI,54471,110014013441,05,,562212,N,0,2,48.97,3.911,0,POINT (-89.384867 44.890439),0,-89.384867,44.890439
MARINE INDUSTRIAL SERVICES INC,709 TALLEYRAND AVE,JACKSONVILLE,FL,32202,110002528532,04,,562111 562119 562212,N,0,1,3140.89,57.818,0,POINT (-81.630616 30.329083),0,-81.630616,30.329083
MARION COUNTY BOARD OF CO COMMISSIONERS,5601 SOUTHEAST 66TH STREET,OCALA,FL,34480,110015618562,04,4953,562212 562111 562219,N,1,2,1029.5,36.981,0,POINT (-82.05804000000001 29.120833),0,-82.05804,29.120833
MARION COUNTY SANITARY LANDFILL,700 CHASEY SIMPSON ROAD,JASPER,TN,37347,110039566207,04,4953,562212,N,0,1,167.75,10.281,0,POINT (-85.632659 35.043713),0,-85.632659,35.043713
MARION GREENWAY PARK,ROUTE 1/9,JERSEY CITY,NJ,07303,110070162196,02,,562212,N,1,0,0.0,0.0,0,POINT (-74.037228 40.716662),0,-74.037228,40.716662
MARION RIDGE LANDFILL,SKYLINE DRIVE,MARION,IL,62959,110025178910,05,4953,562212,N,0,0,287.43,11.155,0,POINT (-88.915069 37.68705),0,-88.915069,37.68705
MARLBOROUGH DPW WATER DIVISION EAST PLT,860 BOSTON POST RD,MARLBOROUGH,MA,01752,110000736856,01,4952,92219 221310 562212,N,1,4,1303.7,21.091,0,POINT (-71.49488100000001 42.350563),0,-71.494881,42.350563
MARQUETTE COUNTY SOLID WASTE MANAGEMENT AUTHORITY,600 COUNTY ROAD NP,MARQUETTE,MI,49855,110007270880,05,4953,562212,N,6,4,57.14,10.013,3,POINT (-87.471525 46.48959),0,-87.471525,46.48959
MARSHALL COUNTY SANITARY LANDFILL,2313 MARSHALLTOWN BOULEVARD,MARSHALLTOWN,IA,50158,110013925707,07,4953,562212,N,0,0,225.41,11.56,0,POINT (-92.98242 42.02874),0,-92.98242,42.02874
MARTIN CO.UTILITIES AND SOLID WASTE DEPT,9101 S.W. BUSCH STREET,PALM CITY,FL,34990,110038103815,04,4953,562111 562212 562219,N,1,3,302.18,36.546,0,POINT (-80.380715 27.178322),0,-80.380715,27.178322
MARTINSVILLE CITY LANDFILL,225 ARDEN CIRCLE,MARTINSVILLE,VA,24114,110040485846,03,,562212,N,0,1,427.79,45.913,0,POINT (-79.84359000000001 36.71566),0,-79.84359,36.71566
"MAS GEORGIA LFG, LLC (OAK GROVE)",967 CARL BETHLEHEM ROAD,WINDER,GA,30680,110063618857,04,4911,562212,N,0,3,466.55,28.25,0,POINT (-83.7731 33.96532),0,-83.7731,33.96532
"MAS GEORGIA LFG, LLC (PINE RIDGE)",105 BAILEY JESTER ROAD,GRIFFIN,GA,30224,110064024470,04,4911,562212,N,0,3,112.71,14.97,0,POINT (-84.124978 33.236143),0,-84.124978,33.236143
MATERIALS INNOVATION RECYCLING AUTHORITY (MIRA) - SOUTH MEADOW STATION & RRF,RESERVE ROAD  - GATE 20/40,HARTFORD,CT,06114,110069998636,01,4911 4953,221112 562213 221119 562212,N,0,6,5269.91,77.123,0,POINT (-72.658402 41.751808),0,-72.658402,41.751808
MAX ENVIRONMENTAL - YUKON FACILITY,233 MAX LN,YUKON,PA,15698,110039581592,03,4953,562211 562212 56221 562111,N,12,60,189.03,1.518,5,POINT (-79.69759999999999 40.2121),0,-79.6976,40.2121
MAYSVILLE-MASON COUNTY LANDFIL,7055 CLARKSON-SHERMAN ROAD,MAYSVILLE,KY,41056,110037391774,04,4953 1611,562212 562211 237310,N,6,11,58.3,5.113,0,POINT (-83.717812 38.581854),0,-83.717812,38.581854
MCALLEN CONTRABAND INCINERATOR,3421 DURANGO AVENUE,MCALLEN,TX,78503,110056289680,06,,562212 562211,N,0,0,935.74,94.175,0,POINT (-98.26884099999999 26.150058),0,-98.268841,26.150058
MCCARTY ROAD LANDFILL,11013 BEAUMONT HIGHWAY,HOUSTON,TX,77078,110005026890,06,4953,562212,Y,1,1,1669.77,90.666,0,POINT (-95.23649 29.82136),0,-95.23649,29.82136
MCCARTY ROAD LANDFILL TX,5757 OATES RD,HOUSTON,TX,77078,110031505823,06,,562212,N,0,3,1661.05,90.774,0,POINT (-95.24071000000001 29.82204),0,-95.24071,29.82204
MCDANIEL LANDFILL,12300 247TH AVE,SAWYER,ND,58781,110035991102,08,,562212 562219 562119,N,0,0,1.67,0.0,0,POINT (-101.102686 47.978861),0,-101.102686,47.978861
MCGILL ROAD C & D LANDFILL,3895 MCGILL RD,JACKSON,MI,49201,110012612618,05,,562212,N,0,0,667.29,26.884,0,POINT (-84.358853 42.294814),0,-84.358853,42.294814
MCKEAN CNTY LDFL,19 NESS LN,KANE,PA,16735,110010261233,03,4953,562212,N,0,5,2.3,1.563,0,POINT (-78.637962 41.665943),0,-78.637962,41.665943
MCKINNEY LFG,500 OLD MILL RD,MCKINNEY,TX,75069,110034755842,06,,562212,N,0,3,1518.77,42.064,0,POINT (-96.61499999999999 33.169167),0,-96.615,33.169167
MEADOW BRANCH LANDFILL - ENVIRONMENTAL TRUST COMPANY,223 MCMINN COUNTY ROAD 166,ATHENS,TN,37303,110061062558,04,4953,562212,N,0,4,72.83,6.025,0,POINT (-84.67976400000001 35.48417),0,-84.679764,35.48417
MEADOW BRANCH LANDFILL-ENV. TRUST CO.,233 COUNTY ROAD 166,ATHENS,TN,37303,110006689404,04,4953,562212,N,0,1,73.57,6.398,0,POINT (-84.679644 35.4849),0,-84.679644,35.4849
MEADOWFILL LANDFILL,"ROUTE 2, DAWSON RD",BRIDGEPORT,WV,26330,110001933132,03,4953,562212,N,0,3,148.57,5.595,0,POINT (-80.25694 39.33861),0,-80.25694,39.33861
MECCA II SANITARY LANDFILL,95250 66TH AVENUE,MECCA,CA,92254,110013894269,09,4953,562212,N,0,0,23.03,96.563,0,POINT (-116.004852 33.572045),0,-116.004852,33.572045
